,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
975,Mercedes-Benz,2010,Foreign Used,275116,3500,Petrol,Automatic,"6,300,000",
976,Toyota,2006,Nigerian Used,185631,1800,Petrol,Automatic,"2,912,000",
977,Chevrolet,2011,Nigerian Used,63909,1500,Petrol,Manual,"1,050,000",
978,Toyota,2013,Nigerian Used,121221,2500,Petrol,Automatic,"4,515,000",
979,Nissan,2003,Nigerian Used,229742,1800,Petrol,Automatic,"1,050,000",
980,Mercedes-Benz,2008,Nigerian Used,222810,2500,Petrol,Automatic,"2,625,000",
981,Toyota,2006,Nigerian Used,253247,2400,Petrol,Automatic,"1,260,000",
982,Ford,2014,Nigerian Used,160962,2000,Petrol,Automatic,"3,675,000",
983,Jeep,2005,Nigerian Used,289211,3700,Petrol,Automatic,"1,050,000",SUV
984,Nissan,2010,Nigerian Used,185315,1600,Petrol,Manual,"1,060,000",
985,Mazda,2008,Foreign Used,93246,3700,Petrol,Automatic,"4,800,000",SUV
986,Kia,2006,Foreign Used,278559,3800,Petrol,Automatic,"3,360,000",SUV
987,Toyota,2008,Nigerian Used,228115,3500,Petrol,Automatic,"3,120,000",
988,BMW,2005,Nigerian Used,67773,2000,Petrol,Automatic,"2,940,000",
989,Volkswagen,2011,Nigerian Used,174601,1400,Petrol,Automatic,"2,730,000",
990,Kia,2014,Nigerian Used,78345,1800,Petrol,Automatic,"3,848,000",
991,Toyota,2005,Nigerian Used,227319,1800,Petrol,Automatic,"1,470,000",
992,Toyota,2002,Nigerian Used,190738,2000,Petrol,Automatic,"1,470,000",SUV
993,Toyota,2012,Foreign Used,148313,3500,Petrol,Automatic,"6,500,000",
994,Jaguar,2011,Foreign Used,257129,5000,Petrol,Automatic,"10,500,000",
995,Nissan,2009,Nigerian Used,132187,3500,Petrol,Automatic,"2,415,000",SUV
996,Honda,2003,Nigerian Used,223613,3500,Petrol,Automatic,"1,050,000",
997,Toyota,2000,Nigerian Used,226210,1800,Petrol,Manual,"1,050,000",
998,Jaguar,2000,Nigerian Used,408910,3000,Petrol,Automatic,"1,905,000",
999,Nissan,2014,Nigerian Used,162218,1500,Petrol,Automatic,"1,575,000",
1000,Toyota,2002,Nigerian Used,153192,2000,Petrol,Automatic,"1,682,100",SUV
1001,Toyota,2013,Foreign Used,121997,3500,Petrol,Automatic,"9,975,000",SUV
1002,Toyota,2010,Nigerian Used,111428,2400,Petrol,Automatic,"3,360,000",SUV
1003,Honda,2007,Nigerian Used,348097,1800,Petrol,Automatic,"1,768,000",
1004,Hyundai,2020,Nigerian Used,22105,2000,Petrol,Automatic,"13,500,000",
1005,Honda,2015,Nigerian Used,89010,2500,Petrol,Automatic,"4,672,500",
1006,Honda,2008,Nigerian Used,161044,1800,Petrol,Automatic,"1,684,800",
1007,Volkswagen,1997,Nigerian Used,246783,1800,Petrol,Manual,"1,050,000",
1008,Toyota,2010,Nigerian Used,190402,2400,Petrol,Automatic,"3,796,000",
1009,Toyota,2007,Nigerian Used,223290,5700,Petrol,Automatic,"10,125,000",
1010,Honda,2000,Nigerian Used,425480,2000,Petrol,Automatic,"1,248,000",
1011,Toyota,2008,Nigerian Used,170773,1500,Hybrid,Automatic,"2,730,000",
1012,Toyota,2001,Nigerian Used,408772,2200,Petrol,Automatic,"1,155,000",
1013,Toyota,2008,Nigerian Used,410132,3500,Petrol,Automatic,"2,912,000",
1014,Toyota,2009,Nigerian Used,289458,1800,Petrol,Automatic,"3,672,000",
1015,Honda,2003,Nigerian Used,215211,2400,Petrol,Automatic,"1,304,100",
1016,Mercedes-Benz,2004,Nigerian Used,83498,3200,Petrol,Automatic,"5,775,000",
1017,Infiniti,2005,Nigerian Used,,5600,Petrol,Automatic,"2,126,250",SUV
1018,Honda,2007,Nigerian Used,218987,2400,Petrol,Automatic,"1,312,500",
1019,Mitsubishi,2003,Nigerian Used,400999,3000,Petrol,Automatic,"2,100,000",SUV
1020,Mercedes-Benz,2004,Nigerian Used,81544,3200,Petrol,Automatic,"1,995,000",
1021,Toyota,2006,Nigerian Used,411426,3300,Petrol,Automatic,"4,160,000",SUV
1022,Ford,2008,Nigerian Used,259998,3500,Petrol,Automatic,"2,808,000",SUV
1023,Toyota,2004,Nigerian Used,359882,1800,Petrol,Automatic,"2,100,000",
1024,Toyota,1997,Nigerian Used,477811,2500,Petrol,Automatic,"1,365,000",
1025,Toyota,2006,Nigerian Used,210203,1800,Petrol,Automatic,"2,205,000",
1026,Honda,2006,Nigerian Used,148773,2400,Petrol,Automatic,"2,100,000",
1027,Toyota,2004,Nigerian Used,394970,3000,Petrol,Automatic,"2,415,000",SUV
1028,Peugeot,2001,Nigerian Used,999999,1700,Petrol,Manual,"1,155,000",
1029,Hyundai,2011,Nigerian Used,245438,2400,Petrol,Automatic,"4,275,000",
1030,Hyundai,2009,Nigerian Used,122602,1400,Petrol,Manual,"1,365,000",
1031,Lexus,2011,Nigerian Used,136195,3500,Petrol,Automatic,"9,360,000",SUV
1032,Toyota,2006,Nigerian Used,207252,1800,Petrol,Manual,"1,365,000",
1033,Acura,2002,Nigerian Used,259927,3500,Petrol,Automatic,"1,470,000",SUV
1034,Toyota,2010,Foreign Used,244841,3500,Petrol,Automatic,"11,025,000",
1035,Toyota,2008,Nigerian Used,242020,1800,Petrol,Automatic,"1,890,000",
1036,Land Rover,2007,Nigerian Used,53639,4000,Petrol,Automatic,"4,368,000",SUV
1037,Volkswagen,2008,Nigerian Used,309727,2000,Petrol,Automatic,"1,050,000",
1038,Toyota,2000,Nigerian Used,194268,2200,Petrol,Automatic,"1,260,000",
1039,Toyota,2006,Nigerian Used,394769,3300,Petrol,Automatic,"4,162,500",SUV
1040,Cadillac,2002,Nigerian Used,339157,6000,Petrol,Automatic,"14,625,000",
1041,Lexus,2003,Nigerian Used,292932,3300,Petrol,Automatic,"2,310,000",
1042,Honda,2010,Nigerian Used,220454,1800,Petrol,Automatic,"1,300,000",
1043,Honda,2005,Nigerian Used,212144,2400,Petrol,Automatic,"1,687,500",
1044,Infiniti,2006,Nigerian Used,179307,5600,Petrol,Automatic,"3,150,000",
1045,Toyota,1999,Nigerian Used,273596,2200,Petrol,Automatic,"1,181,250",
1046,Kia,2009,Nigerian Used,132949,1400,Petrol,Automatic,"1,785,000",
1047,Lexus,2015,Nigerian Used,201751,3500,Petrol,Automatic,"10,129,600",SUV
1048,Mercedes-Benz,2010,Nigerian Used,72975,3500,Petrol,Automatic,"4,725,000",
1049,Toyota,2015,Nigerian Used,191360,2400,Petrol,Automatic,"6,142,500",
1050,Honda,2010,Nigerian Used,220454,1800,Petrol,Automatic,"1,300,000",
1051,Toyota,2010,Nigerian Used,158645,3600,Petrol,Automatic,"5,775,000",SUV
1052,Lexus,2015,Nigerian Used,201751,3500,Petrol,Automatic,"10,129,600",SUV
1053,Toyota,2008,Foreign Used,262903,3500,Petrol,Automatic,"7,312,500",
1054,Hyundai,2011,Nigerian Used,245438,2400,Petrol,Automatic,"4,275,000",
1055,Nissan,2006,Nigerian Used,222612,3500,Petrol,CVT,"2,625,000",
1056,Honda,2005,Nigerian Used,212144,2400,Petrol,Automatic,"1,687,500",
1057,Honda,2002,Nigerian Used,395067,2400,Petrol,Automatic,"1,575,000",SUV
1058,Volkswagen,2009,Nigerian Used,105933,2500,Petrol,Automatic,"2,100,000",
1059,Toyota,2020,Foreign Used,153,2500,Petrol,Automatic,"31,500,000",
1060,Mazda,2007,Foreign Used,200432,1600,Petrol,Automatic,"2,625,000",
1061,Mercedes-Benz,2002,Nigerian Used,234538,2000,Petrol,Automatic,"2,100,000",
1062,Toyota,2007,Nigerian Used,131650,2400,Petrol,Automatic,"3,600,000",
1063,Toyota,2006,Nigerian Used,256263,3300,Hybrid,Automatic,"4,387,500",SUV
1064,Mercedes-Benz,2007,Nigerian Used,230709,3500,Petrol,Automatic,"2,250,000",
1065,Toyota,2009,Nigerian Used,87876,1800,Petrol,Automatic,"3,024,000",
1066,Toyota,2012,Nigerian Used,58517,2000,Petrol,Automatic,"4,160,000",
1067,Jeep,2007,Nigerian Used,350847,2500,Petrol,Automatic,"1,470,000",SUV
1068,Lexus,2007,Foreign Used,55784,3500,Petrol,Automatic,"5,568,750",
1069,BMW,2008,Nigerian Used,75029,3000,Petrol,Automatic,"2,100,000",
1070,Toyota,2012,Nigerian Used,344580,2000,Petrol,Automatic,"4,500,000",
1071,Mercedes-Benz,2013,Nigerian Used,130802,3000,Petrol,Automatic,"5,062,500",
1072,Toyota,2005,Nigerian Used,275720,2400,Petrol,Automatic,"2,925,000",SUV
1073,Ford,2011,Nigerian Used,173465,3500,Petrol,Automatic,"4,262,625",SUV
1074,Hyundai,2018,Nigerian Used,175511,2400,Petrol,Automatic,"5,985,000",
1075,Toyota,2008,Nigerian Used,303737,1400,Petrol,Manual,"1,785,000",
1076,Kia,2012,Nigerian Used,34062,1400,Petrol,Manual,"1,260,000",
1077,Nissan,2005,Nigerian Used,472159,4000,Petrol,Automatic,"1,873,125",SUV
1078,Lexus,2011,Nigerian Used,110638,3500,Petrol,Automatic,"7,537,500",SUV
1079,Nissan,2007,Nigerian Used,45589,2000,Petrol,Automatic,"1,687,500",
1080,Mitsubishi,2004,Nigerian Used,154372,3800,Petrol,Automatic,"2,100,000",SUV
1081,Toyota,2014,Nigerian Used,66244,3500,Petrol,Automatic,"16,875,000",SUV
1082,Peugeot,2008,Nigerian Used,,2000,Petrol,Manual,"892,500",
1083,Honda,2006,Nigerian Used,245897,1600,Petrol,Automatic,"1,664,000",
1084,Honda,2012,Nigerian Used,210273,3500,Petrol,Automatic,"5,062,500",SUV
1085,Lexus,2007,Nigerian Used,195478,3500,Petrol,Automatic,"3,898,125",
1086,Oldsmobile,2001,Nigerian Used,,3400,Petrol,Automatic,"1,687,500",SUV
1087,Ford,2007,Nigerian Used,170182,3500,Petrol,Automatic,"2,643,750",SUV
1088,Toyota,2005,Nigerian Used,185610,4000,Petrol,Automatic,"4,556,250",SUV
1089,Honda,2006,Nigerian Used,195381,1800,Petrol,Automatic,"1,260,000",
1090,Volkswagen,2011,Nigerian Used,96562,2000,Petrol,Automatic,"2,250,000",SUV
1091,Lexus,2010,Nigerian Used,65710,3500,Petrol,Automatic,"7,465,500",SUV
1092,Acura,2002,Nigerian Used,150244,3500,Petrol,Automatic,"1,155,000",SUV
1093,Toyota,2005,Nigerian Used,2999999,1800,Petrol,Automatic,"2,137,500",
1094,Toyota,2007,Nigerian Used,259029,1800,Petrol,Automatic,"1,470,000",
1095,Mitsubishi,2004,Nigerian Used,154372,3800,Petrol,Automatic,"2,100,000",SUV
1096,Toyota,2004,Nigerian Used,190891,2000,Petrol,Automatic,"2,587,500",
1097,Lexus,2007,Nigerian Used,195478,3500,Petrol,Automatic,"3,898,125",
1098,Toyota,2005,Nigerian Used,185610,4000,Petrol,Automatic,"4,556,250",SUV
1099,Honda,2012,Nigerian Used,210273,3500,Petrol,Automatic,"5,062,500",SUV
1100,Volkswagen,2011,Nigerian Used,96562,2000,Petrol,Automatic,"2,250,000",SUV
1101,Toyota,2005,Nigerian Used,2999999,1800,Petrol,Automatic,"2,137,500",
1102,Toyota,2011,Nigerian Used,146680,2500,Petrol,Automatic,"4,387,500",
1103,Honda,2012,Nigerian Used,122007,2400,Petrol,Automatic,"4,830,000",SUV
1104,Honda,2005,Nigerian Used,530335,1700,Petrol,Automatic,"1,560,000",
1105,Honda,2005,Nigerian Used,113000,2400,Petrol,Automatic,"1,687,500",
1106,Toyota,2003,Nigerian Used,167162,4000,Petrol,Automatic,"3,432,000",SUV
1107,Toyota,2010,Nigerian Used,220471,1800,Petrol,Automatic,"3,900,000",
1108,Toyota,2004,Nigerian Used,220877,2400,Petrol,Automatic,"2,808,000",
1109,Toyota,2012,Foreign Used,126159,2500,Petrol,Automatic,"6,760,000",
1110,Honda,2005,Nigerian Used,530335,1700,Petrol,Automatic,"1,560,000",
1111,Toyota,2009,Foreign Used,98430,2400,Petrol,Automatic,"4,275,000",
1112,Toyota,2006,Foreign Used,212234,1800,Petrol,Automatic,"3,487,500",
1113,Toyota,2009,Nigerian Used,232800,1800,Petrol,Automatic,"3,150,000",
1114,Nissan,2002,Nigerian Used,65843,3300,Petrol,Automatic,"1,012,500",SUV
1115,Toyota,2014,Foreign Used,385127,3500,Petrol,Automatic,"15,187,500",SUV
1116,Toyota,2006,Foreign Used,78232,1800,Petrol,Automatic,"3,262,500",
1117,Infiniti,2004,Nigerian Used,217186,3500,Petrol,Automatic,"1,575,000",
1118,Toyota,2007,Nigerian Used,218751,2700,Petrol,Automatic,"4,200,000",
1119,Mercedes-Benz,2013,Foreign Used,163886,4000,Petrol,Automatic,"18,720,000",SUV
1120,Honda,2002,Nigerian Used,138328,2400,Petrol,Automatic,"1,470,000",SUV
1121,Toyota,2006,Nigerian Used,236798,1800,Petrol,Automatic,"2,137,500",
1122,Toyota,2007,Nigerian Used,147064,2400,Petrol,Automatic,"2,587,500",
1123,Toyota,2000,Nigerian Used,411353,2200,Petrol,Automatic,"1,316,250",
1124,Toyota,2001,Nigerian Used,230283,3000,Petrol,Automatic,"2,250,000",SUV
1125,Honda,2002,Nigerian Used,138328,2400,Petrol,Automatic,"1,470,000",SUV
1126,Toyota,2000,Nigerian Used,411353,2200,Petrol,Automatic,"1,316,250",
1127,Toyota,2007,Nigerian Used,173383,2400,Petrol,Automatic,"2,925,000",
1128,Toyota,2006,Nigerian Used,236798,1800,Petrol,Automatic,"2,137,500",
1129,Toyota,2001,Nigerian Used,230283,3000,Petrol,Automatic,"2,250,000",SUV
1130,Toyota,2012,Nigerian Used,28008,1500,Petrol,Automatic,"1,687,500",
1131,Toyota,2014,Foreign Used,152914,2700,Petrol,Automatic,"11,250,000",
1132,Nissan,2009,Nigerian Used,242672,2500,Petrol,Manual,"1,912,500",
1133,Toyota,1999,Nigerian Used,220048,2200,Petrol,Automatic,"945,000",
1134,Honda,2013,Brand New,78518,2400,Petrol,Automatic,"7,593,750",
1135,Toyota,2008,Nigerian Used,68208,3500,Petrol,Automatic,"5,400,000",SUV
1136,Chevrolet,2006,Nigerian Used,110005,1500,Petrol,Manual,"840,000",
1137,Lexus,2010,Nigerian Used,127250,3500,Petrol,Automatic,"9,562,500",SUV
1138,Toyota,2008,Nigerian Used,223363,2700,Petrol,Manual,"5,962,500",
1139,Honda,2010,Nigerian Used,125506,3500,Petrol,Automatic,"3,487,500",
1140,Hyundai,2008,Foreign Used,124387,2000,Petrol,Automatic,"1,350,000",
1141,Honda,2008,Nigerian Used,146839,2400,Petrol,Automatic,"2,418,750",
1142,Lexus,2011,Nigerian Used,273909,3500,Petrol,Automatic,"7,650,000",SUV
1143,Chevrolet,2006,Nigerian Used,110005,1500,Petrol,Manual,"840,000",
1144,Toyota,2007,Nigerian Used,139479,3500,Petrol,Automatic,"3,120,000",
1145,Ford,2020,Foreign Used,239221,3500,Petrol,Automatic,"50,625,000",
1146,Toyota,2010,Nigerian Used,49223,2500,Petrol,Automatic,"2,940,000",
1147,Mercedes-Benz,2008,Nigerian Used,290334,3500,Petrol,Automatic,"4,500,000",SUV
1148,Toyota,2007,Nigerian Used,168969,3500,Petrol,Automatic,"6,187,500",
1149,Kia,2008,Nigerian Used,156218,1400,Petrol,Automatic,"840,000",
1150,Mazda,2012,Nigerian Used,235324,3500,Petrol,Automatic,"3,465,000",SUV
1151,Honda,2005,Nigerian Used,261366,2000,Petrol,Automatic,"945,000",
1152,Toyota,2005,Nigerian Used,215357,3300,Petrol,Automatic,"3,262,500",
1153,Land Rover,2013,Foreign Used,94311,2000,Petrol,Automatic,"14,062,500",
1154,Honda,2013,Brand New,78518,2400,Petrol,Automatic,"7,593,750",
1155,Mercedes-Benz,2005,Foreign Used,320451,1900,Petrol,Automatic,"3,990,000",
1156,Cadillac,2002,Nigerian Used,,5300,Petrol,Automatic,"5,250,000",SUV
1157,Toyota,2009,Nigerian Used,111209,2400,Petrol,Automatic,"3,600,000",
1158,Acura,2003,Foreign Used,198466,3500,Petrol,Automatic,"3,262,500",SUV
1159,Lexus,2006,Nigerian Used,148533,2500,Petrol,Automatic,"3,150,000",
1160,Honda,2010,Nigerian Used,125506,3500,Petrol,Automatic,"3,487,500",
1161,Ford,2003,Foreign Used,127477,1400,Petrol,Manual,"2,812,500",
1162,Honda,2007,Nigerian Used,538659,3500,Hybrid,Automatic,"2,812,500",
1163,Toyota,2000,Nigerian Used,286486,2200,Petrol,Automatic,"1,316,250",
1164,Toyota,2013,Foreign Used,242054,1800,Petrol,Automatic,"5,821,875",
1165,Mazda,2014,Foreign Used,95501,2500,Petrol,Automatic,"7,350,000",
1166,Mercedes-Benz,2016,Foreign Used,66267,3500,Petrol,Automatic,"22,500,000",SUV
1167,Ford,2007,Nigerian Used,96366,3500,Petrol,Automatic,"2,362,500",SUV
1168,Toyota,2006,Nigerian Used,106308,3500,Petrol,Automatic,"3,262,500",SUV
1169,Nissan,2009,Nigerian Used,242672,2500,Petrol,Manual,"1,912,500",
1170,Land Rover,2007,Nigerian Used,221377,4000,Petrol,Automatic,"3,375,000",SUV
1171,Volkswagen,1999,Nigerian Used,344472,2200,Petrol,Manual,"840,000",
1172,Toyota,2014,Nigerian Used,219599,3500,Petrol,Automatic,"9,562,500",
1173,Toyota,2010,Nigerian Used,317723,3000,Petrol,Automatic,"6,277,500",
1174,Toyota,2005,Nigerian Used,275398,3300,Petrol,Automatic,"3,937,500",SUV
1175,Acura,2009,Nigerian Used,6286,3500,Petrol,Automatic,"3,600,000",
1176,Honda,2019,Nigerian Used,27941,1500,Petrol,CVT,"5,250,000",
1177,Lexus,2000,Foreign Used,268665,3000,Petrol,Automatic,"3,150,000",SUV
1178,Toyota,2009,Foreign Used,209844,2500,Hybrid,Automatic,"4,500,000",
1179,Mercedes-Benz,2012,Nigerian Used,106933,3500,Petrol,Automatic,"6,750,000",
1180,Hyundai,2014,Nigerian Used,163582,1800,Petrol,Automatic,"3,341,250",
1181,Kia,2009,Nigerian Used,261868,1600,Petrol,Manual,"956,250",
1182,Nissan,1998,Nigerian Used,319111,3300,Petrol,Automatic,"1,687,500",SUV
1183,Nissan,1997,Nigerian Used,292500,1400,Petrol,Manual,"792,500",
1184,Kia,2009,Nigerian Used,295416,1500,Petrol,Manual,"735,000",
1185,Toyota,1998,Nigerian Used,305977,3000,Petrol,Automatic,"1,248,750",
1186,Lexus,2000,Foreign Used,268665,3000,Petrol,Automatic,"3,150,000",SUV
1187,Mercedes-Benz,2012,Nigerian Used,106933,3500,Petrol,Automatic,"6,750,000",
1188,Peugeot,2007,Nigerian Used,153223,2200,Petrol,Automatic,"1,575,000",
1189,Honda,2001,Nigerian Used,231211,2300,Petrol,Automatic,"988,000",
1190,Hyundai,2014,Nigerian Used,163582,1800,Petrol,Automatic,"3,341,250",
1191,Lexus,2008,Foreign Used,299447,3500,Petrol,Automatic,"6,750,000",SUV
1192,Lexus,2009,Nigerian Used,232834,2500,Petrol,Automatic,"3,600,000",
1193,Land Rover,2012,Nigerian Used,144708,4900,Petrol,Automatic,"15,750,000",SUV
1194,Kia,2009,Nigerian Used,261868,1600,Petrol,Manual,"956,250",
1195,GMC,2008,Nigerian Used,283559,4700,Petrol,Automatic,"3,375,000",SUV
1196,Lexus,2004,Nigerian Used,529204,3300,Petrol,Automatic,"4,151,250",SUV
1197,Lexus,2010,Nigerian Used,106228,3500,Petrol,Automatic,"8,100,000",SUV
1198,Toyota,2006,Nigerian Used,275998,3300,Petrol,Automatic,"3,290,625",SUV
1199,Honda,2009,Nigerian Used,96715,1800,Petrol,Automatic,"2,081,250",
1200,Nissan,2012,Nigerian Used,233697,2500,Petrol,Automatic,"3,047,625",SUV
1201,Toyota,2006,Nigerian Used,275998,3300,Petrol,Automatic,"3,290,625",SUV
1202,Jeep,2006,Nigerian Used,1,5700,Petrol,Automatic,"2,812,500",SUV
1203,Toyota,2007,Nigerian Used,209463,2400,Petrol,Automatic,"2,891,250",
1204,Volkswagen,2004,Nigerian Used,142890,2000,Petrol,Automatic,"1,125,000",
1205,Toyota,1998,Nigerian Used,305977,3000,Petrol,Automatic,"1,248,750",
1206,Peugeot,2007,Nigerian Used,153223,2200,Petrol,Automatic,"1,575,000",
1207,GMC,2008,Nigerian Used,283559,4700,Petrol,Automatic,"3,375,000",SUV
1208,Toyota,2009,Nigerian Used,185254,2400,Petrol,Automatic,"4,500,000",
1209,Hyundai,2012,Nigerian Used,212408,2000,Petrol,Automatic,"3,150,000",
1210,Lexus,2002,Foreign Used,200324,3000,Petrol,Automatic,"2,981,250",
1211,Toyota,2004,Nigerian Used,210899,4700,Petrol,Automatic,"2,250,000",SUV
1212,Toyota,2012,Nigerian Used,104134,3500,Petrol,Automatic,"5,850,000",
1213,Lexus,2008,Foreign Used,299447,3500,Petrol,Automatic,"6,750,000",SUV
1214,Kia,2007,Foreign Used,168523,3800,Petrol,Automatic,"3,937,500",
1215,Toyota,2009,Nigerian Used,185254,2400,Petrol,Automatic,"4,500,000",
1216,Toyota,2006,Nigerian Used,161466,1800,Petrol,Automatic,"2,250,000",
1217,Volkswagen,2004,Nigerian Used,142890,2000,Petrol,Automatic,"1,125,000",
1218,Mercedes-Benz,2008,Nigerian Used,173724,3000,Petrol,Automatic,"2,925,000",
1219,Toyota,2007,Foreign Used,258618,1800,Petrol,Automatic,"3,037,500",
1220,Hyundai,2012,Nigerian Used,212408,2000,Petrol,Automatic,"3,150,000",
1221,Lexus,2002,Foreign Used,200324,3000,Petrol,Automatic,"2,981,250",
1222,Toyota,2004,Nigerian Used,210899,4700,Petrol,Automatic,"2,250,000",SUV
1223,Acura,2010,Foreign Used,202628,3700,Petrol,Automatic,"8,550,000",SUV
1224,Toyota,2006,Nigerian Used,271691,2400,Petrol,Automatic,"2,587,500",
1225,Toyota,2012,Nigerian Used,104134,3500,Petrol,Automatic,"5,850,000",
1226,Honda,2014,Foreign Used,304210,2400,Petrol,Automatic,"7,875,000",
1227,Toyota,2009,Nigerian Used,191459,1800,Petrol,Automatic,"3,150,000",
1228,Mercedes-Benz,2009,Nigerian Used,80834,3500,Petrol,Automatic,"4,011,000",SUV
1229,Kia,2007,Foreign Used,168523,3800,Petrol,Automatic,"3,937,500",
1230,Toyota,2012,Nigerian Used,84873,2500,Petrol,Automatic,"4,725,000",
1231,Toyota,2004,Foreign Used,400500,3300,Petrol,Automatic,"4,657,500",
1232,Toyota,1993,Nigerian Used,4442,3000,Petrol,Automatic,"1,068,750",
1233,Honda,2006,Nigerian Used,265042,1500,Petrol,Automatic,"1,125,000",
1234,Honda,2005,Nigerian Used,294878,2400,Petrol,Automatic,"1,406,250",
1235,Toyota,2001,Nigerian Used,94143,2200,Petrol,Automatic,"843,750",
1236,Toyota,2002,Nigerian Used,185906,2400,Petrol,Automatic,"1,462,500",
1237,Hyundai,2015,Nigerian Used,168150,2000,Petrol,Automatic,"4,500,000",
1238,Peugeot,2004,Nigerian Used,175784,1600,Petrol,Automatic,"1,575,000",
1239,Lexus,2009,Brand New,258281,3500,Petrol,Automatic,"7,312,500",SUV
1240,Honda,2014,Nigerian Used,101639,2400,Petrol,Automatic,"5,625,000",SUV
1241,Nissan,2007,Nigerian Used,158398,2500,Petrol,Automatic,"1,406,250",
1242,Hyundai,2008,Nigerian Used,233469,1800,Petrol,Automatic,"1,912,500",
1243,Mazda,2008,Foreign Used,94205,3700,Petrol,Automatic,"5,062,500",SUV
1244,Honda,2008,Nigerian Used,92093,1800,Petrol,Manual,"1,350,000",
1245,Honda,2010,Nigerian Used,171059,3500,Petrol,Automatic,"2,531,250",
1246,Toyota,2004,Nigerian Used,215297,3000,Petrol,Automatic,"1,631,250",
1247,Rover,1999,Nigerian Used,241100,1800,Petrol,Automatic,"900,000",
1248,Ford,2011,Nigerian Used,224395,3500,Petrol,Automatic,"4,218,750",SUV
1249,Honda,2008,Foreign Used,98522,3500,Petrol,Automatic,"3,937,500",SUV
1250,Honda,2014,Nigerian Used,61003,1800,Petrol,Automatic,"4,500,000",
1251,Toyota,2006,Nigerian Used,150091,3500,Petrol,Automatic,"3,937,500",SUV
1252,Toyota,1998,Nigerian Used,,300,Petrol,Automatic,"1,350,000",SUV
1253,Hyundai,2011,Nigerian Used,106325,2400,Petrol,Automatic,"3,375,000",
1254,Acura,2012,Foreign Used,243475,3500,Petrol,Automatic,"7,537,500",SUV
1255,Mazda,2003,Nigerian Used,239973,3000,Petrol,Automatic,"1,237,500",
1256,Honda,2008,Nigerian Used,168471,2400,Petrol,Automatic,"1,687,500",
1257,Mercedes-Benz,2017,Nigerian Used,159290,2500,Petrol,Automatic,"14,625,000",SUV
1258,Lexus,2004,Nigerian Used,397749,3300,Petrol,Automatic,"2,250,000",
1259,Honda,2007,Nigerian Used,276680,3500,Petrol,Automatic,"2,250,000",SUV
1260,Peugeot,2004,Nigerian Used,175784,1600,Petrol,Automatic,"1,575,000",
1261,Nissan,2013,Nigerian Used,152071,1400,Petrol,Automatic,"2,812,500",
1262,Peugeot,2007,Nigerian Used,206998,2000,Petrol,Automatic,"1,687,500",
1263,Mazda,2000,Foreign Used,232104,1600,Petrol,Manual,"2,587,500",
1264,Toyota,2012,Foreign Used,58396,2500,Petrol,Automatic,"6,637,500",
1265,Toyota,2005,Nigerian Used,238592,3300,Petrol,Automatic,"2,880,000",
1266,Hyundai,2006,Nigerian Used,237141,3000,Petrol,Automatic,"2,025,000",SUV
