,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
2260,Toyota,2008,Nigerian Used,122235,3500,Petrol,Automatic,"3,848,000",
2261,Nissan,2014,Nigerian Used,74408,2400,Petrol,Automatic,"2,835,000",
2262,Hyundai,2010,Nigerian Used,110238,2400,Petrol,Automatic,"2,940,000",
2263,Toyota,2004,Nigerian Used,430897,2400,Petrol,Automatic,"2,184,000",
2264,Toyota,2010,Nigerian Used,164110,,Petrol,Manual,"3,150,000",
2265,Honda,2004,Nigerian Used,25928,24000000,Petrol,Automatic,"1,768,000",
2266,BMW,2014,Nigerian Used,8593,4400,Petrol,Automatic,"23,350,000",SUV
2267,Toyota,2004,Nigerian Used,430897,2400,Petrol,Automatic,"2,184,000",
2268,Nissan,2008,Foreign Used,273051,2500,Petrol,Automatic,"2,940,000",SUV
2269,Toyota,2003,Foreign Used,182898,2400,Petrol,Automatic,"2,730,000",
2270,BMW,2011,Nigerian Used,173161,3000,Petrol,Automatic,"3,885,000",
2271,Toyota,2007,Foreign Used,374741,3500,Petrol,Automatic,"2,709,000",
2272,Mercedes-Benz,2009,Nigerian Used,141339,3500,Petrol,Automatic,"3,255,000",
2273,Land Rover,2010,Nigerian Used,98165,5000,Petrol,Automatic,"5,320,000",SUV
2274,Hyundai,2010,Nigerian Used,110238,2400,Petrol,Automatic,"2,940,000",
2275,Toyota,2008,Nigerian Used,122235,3500,Petrol,Automatic,"3,848,000",
2276,Toyota,2005,Nigerian Used,203196,2400,Petrol,Automatic,"2,600,000",
2277,Toyota,1999,Nigerian Used,124817,3000,Petrol,Automatic,"1,995,000",
2278,Acura,2009,Nigerian Used,202146,3500,Petrol,Automatic,"3,675,000",
2279,Nissan,2013,Nigerian Used,80810,2000,Petrol,Automatic,"3,375,000",SUV
2280,Toyota,2005,Nigerian Used,189221,1800,Petrol,Automatic,"2,704,000",
2281,BMW,2007,Foreign Used,285648,300000,Petrol,Automatic,"4,515,000",
2282,Honda,2003,Nigerian Used,217701,2400,Petrol,Automatic,"1,664,000",
2283,Kia,2011,Nigerian Used,129319,1600,Petrol,Automatic,"1,995,000",
2284,Nissan,2005,Foreign Used,156987,1800,Petrol,Manual,"2,205,000",
2285,Toyota,2006,Nigerian Used,237839,180000,Petrol,Automatic,"2,205,000",
2286,Honda,2006,Nigerian Used,216515,3500,Petrol,Automatic,"2,392,000",
2287,Infiniti,2011,Foreign Used,62972,3500,Petrol,Automatic,"7,350,000",
2288,Volkswagen,2011,Nigerian Used,175812,2500,Petrol,Automatic,"2,625,000",
2289,Acura,2003,Nigerian Used,425443,3500,Petrol,Automatic,"1,872,000",SUV
2290,Renault,2004,Nigerian Used,66072,2000,Petrol,Automatic,"1,785,000",SUV
2291,Nissan,2010,Foreign Used,179048,3500,Petrol,CVT,"4,095,000",
2292,Volkswagen,2005,Nigerian Used,333333,3800,Petrol,Automatic,"2,100,000",SUV
2293,Peugeot,2005,Nigerian Used,279279,2200,Petrol,Manual,"2,600,000",
2294,Opel,1999,Nigerian Used,301704,1600,Petrol,Manual,"1,575,000",SUV
2295,Toyota,2003,Nigerian Used,114245,2400,Petrol,Manual,"2,100,000",SUV
2296,Toyota,2006,Nigerian Used,150144,1800,Petrol,Automatic,"2,205,000",
2297,Toyota,2003,Nigerian Used,185122,1800,Petrol,Automatic,"2,100,000",
2298,Peugeot,2005,Nigerian Used,,2200,Petrol,Automatic,"1,680,000",
2299,Lexus,2005,Nigerian Used,216292,3300,Petrol,Automatic,"2,100,000",
2300,Honda,2003,Nigerian Used,347427,2400,Petrol,Automatic,"1,352,000",
2301,Peugeot,2005,Nigerian Used,,2200,Petrol,Automatic,"2,625,000",
2302,Mercedes-Benz,2009,Nigerian Used,257201,3000,Petrol,Automatic,"5,040,000",
2303,Honda,2004,Nigerian Used,174587,2400,Petrol,Automatic,"1,560,000",
2304,Chevrolet,2005,Nigerian Used,202189,3400,Petrol,Automatic,"2,100,000",SUV
2305,Opel,2005,Nigerian Used,196891,1800,Petrol,Manual,"2,205,000",
2306,Lexus,2004,Nigerian Used,180448,3300,Petrol,Automatic,"2,500,000",
2307,Lexus,2000,Nigerian Used,93086,3000,Petrol,Automatic,"2,100,000",SUV
2308,Peugeot,2005,Nigerian Used,214476,2000,Petrol,Manual,"2,080,000",
2309,Nissan,2007,Nigerian Used,52931,1600,Petrol,Automatic,"1,540,000",
2310,Toyota,2006,Foreign Used,103106,1800,Petrol,Manual,"3,360,000",
2311,Toyota,2003,Nigerian Used,276444,1800,Petrol,Automatic,"1,785,000",
2312,Honda,2005,Nigerian Used,358305,2400,Petrol,Automatic,"1,664,000",
2313,Mazda,2007,Nigerian Used,128465,2300,Petrol,Automatic,"1,965,600",
2314,Hyundai,2014,Nigerian Used,151045,1600,Petrol,Automatic,"3,120,000",
2315,Toyota,2010,Nigerian Used,510727,1800,Petrol,Automatic,"3,952,000",
2316,BMW,2005,Foreign Used,137269,2500,Petrol,Automatic,"5,775,000",
2317,Toyota,2006,Nigerian Used,201583,3300,Petrol,Automatic,"3,120,000",SUV
2318,Toyota,2002,Nigerian Used,332837,2400,Petrol,Automatic,"1,612,000",
2319,Pontiac,2003,Nigerian Used,285895,1800,Petrol,Automatic,"2,100,000",
2320,Toyota,2002,Nigerian Used,119514,3000,Petrol,Automatic,"1,976,000",
2321,Opel,1997,Brand New,289254,1600,Petrol,Manual,"1,365,000",
2322,Infiniti,2006,Nigerian Used,143632,3500,Petrol,Automatic,"1,890,000",
2323,Toyota,2010,Nigerian Used,335204,1800,Petrol,Automatic,"2,730,000",
2324,Nissan,2005,Nigerian Used,125315,1800,Petrol,Automatic,"1,575,000",
2325,Hyundai,2011,Nigerian Used,99785,2000,Petrol,Automatic,"2,940,000",SUV
2326,Nissan,2004,Nigerian Used,166755,2400,Petrol,Automatic,"1,470,000",
2327,Honda,2003,Nigerian Used,313192,3500,Petrol,Automatic,"1,820,000",SUV
2328,Honda,2003,Nigerian Used,344601,3500,Petrol,Automatic,"1,785,000",SUV
2329,BMW,2009,Nigerian Used,184413,3000,Petrol,Automatic,"3,150,000",
2330,Pontiac,2008,Nigerian Used,174420,1800,Petrol,Automatic,"2,325,000",
2331,Honda,2008,Nigerian Used,149868,2400,Petrol,Automatic,"2,100,000",
2332,Mercedes-Benz,2006,Nigerian Used,297157,5000,Petrol,Automatic,"2,950,000",
2333,Hyundai,2011,Nigerian Used,114870,2000,Petrol,Automatic,"2,625,000",
2334,Toyota,1999,Nigerian Used,717578,2200,Petrol,Automatic,"1,250,000",
2335,Toyota,2006,Nigerian Used,156159,3300,Petrol,Automatic,"2,100,000",
2336,Mazda,2009,Nigerian Used,166732,18000,Petrol,Automatic,"2,100,000",
2337,Hyundai,2020,Nigerian Used,48070,1600,Petrol,Automatic,"7,875,000",SUV
2338,Lexus,2006,Foreign Used,235884,3300,Hybrid,Automatic,"6,300,000",SUV
2339,Toyota,2005,Nigerian Used,314806,1800,Petrol,Automatic,"2,415,000",
2340,Toyota,2005,Nigerian Used,173206,3500,Petrol,Automatic,"2,100,000",
2341,Peugeot,2017,Nigerian Used,147045,1800,Petrol,Automatic,"8,400,000",
2342,Toyota,2006,Foreign Used,95260,3000,Petrol,Automatic,"2,835,000",
2343,Volkswagen,1998,Nigerian Used,182054,2000,Diesel,Manual,"1,560,000",
2344,Toyota,2004,Nigerian Used,419039,3000,Petrol,Automatic,"2,184,000",
2345,Honda,2007,Nigerian Used,417884,2400,Petrol,Automatic,"1,768,000",
2346,Mercedes-Benz,2006,Nigerian Used,297157,5000,Petrol,Automatic,"2,950,000",
2347,Toyota,2012,Nigerian Used,147182,2400,Petrol,Automatic,"7,280,000",
2348,Toyota,2007,Foreign Used,146847,1800,Petrol,Automatic,"4,160,000",
2349,Ford,2001,Nigerian Used,126916,4000,Petrol,Automatic,"1,590,000",
2350,Lexus,2004,Nigerian Used,374477,3300,Petrol,Automatic,"2,415,000",
2351,Hyundai,2011,Nigerian Used,114870,2000,Petrol,Automatic,"2,625,000",
2352,Toyota,2008,Nigerian Used,119153,2000,Petrol,Automatic,"2,625,000",
2353,Peugeot,2004,Nigerian Used,320237,1600,Petrol,Manual,"1,464,000",
2354,Hyundai,2014,Nigerian Used,124450,1500,Petrol,Automatic,"2,704,000",
2355,Volvo,2005,Foreign Used,301419,2500,Petrol,Automatic,"2,730,000",SUV
2356,Toyota,2009,Nigerian Used,164593,3500,Petrol,Automatic,"2,625,000",
2357,Pontiac,2003,Nigerian Used,124552,1800,Petrol,Automatic,"1,942,500",
2358,Lexus,2004,Nigerian Used,184353,3300,Petrol,Automatic,"2,300,000",
2359,Mercedes-Benz,2006,Nigerian Used,271863,3500,Petrol,Automatic,"2,940,000",
2360,GMC,2013,Nigerian Used,183112,30000,Petrol,Automatic,"4,200,000",SUV
2361,Toyota,2010,Nigerian Used,107283,3500,Petrol,Automatic,"4,725,000",SUV
2362,Nissan,2005,Nigerian Used,331771,2500,Petrol,Automatic,"2,080,000",SUV
2363,Toyota,2009,Nigerian Used,131636,2300,Petrol,Automatic,"3,848,000",
2364,Mercedes-Benz,2012,Nigerian Used,200068,4700,Petrol,Automatic,"7,350,000",SUV
2365,Acura,2010,Nigerian Used,141760,3700,Petrol,Automatic,"2,940,000",
2366,Ford,2008,Nigerian Used,238377,3000,Petrol,Automatic,"2,080,000",SUV
2367,Toyota,2002,Nigerian Used,36821,3000,Petrol,Automatic,"1,872,000",
2368,Lexus,2002,Nigerian Used,263427,3000,Petrol,Automatic,"2,392,000",
2369,Ford,2007,Nigerian Used,261870,3500,Petrol,Automatic,"2,205,000",SUV
2370,Volkswagen,2006,Nigerian Used,520124,2000,Petrol,Automatic,"1,785,000",
2371,Peugeot,2007,Nigerian Used,198552,1800,Petrol,Manual,"1,575,000",
2372,Mercedes-Benz,2012,Nigerian Used,200068,4700,Petrol,Automatic,"7,350,000",SUV
2373,Nissan,2011,Nigerian Used,83182,2000,Petrol,Automatic,"1,890,000",
2374,Toyota,2009,Nigerian Used,137912,3500,Petrol,Automatic,"2,100,000",
2375,Toyota,2005,Nigerian Used,158597,180000,Petrol,Automatic,"2,808,000",
2376,Toyota,2009,Nigerian Used,131636,2300,Petrol,Automatic,"3,848,000",
2377,Ford,2007,Nigerian Used,261870,3500,Petrol,Automatic,"2,205,000",SUV
2378,Mercedes-Benz,2004,Nigerian Used,136080,3200,Petrol,Automatic,"1,575,000",
2379,Peugeot,2008,Nigerian Used,204614,1600,Petrol,Manual,"1,560,000",
2380,Toyota,2011,Nigerian Used,157905,1300,Petrol,Manual,"2,625,000",
2381,Toyota,2008,Foreign Used,298141,1600,Petrol,Manual,"2,625,000",
2382,Toyota,2009,Nigerian Used,248377,2700,Petrol,Automatic,"4,935,000",SUV
2383,Toyota,2010,Nigerian Used,123889,180000,Petrol,Automatic,"2,625,000",
2384,Nissan,2008,Nigerian Used,213301,5600,Petrol,Automatic,"2,600,000",SUV
2385,Peugeot,2005,Foreign Used,471543,1800,Petrol,Manual,"1,720,000",
2386,Toyota,2008,Nigerian Used,157212,1800,Petrol,Automatic,"3,328,000",
2387,Honda,2010,Nigerian Used,176798,2400,Petrol,Automatic,"1,890,000",
2388,Honda,2003,Foreign Used,154607,3000,Petrol,Automatic,"2,100,000",
2389,Ford,2007,Nigerian Used,154832,3500,Petrol,Automatic,"2,100,000",SUV
2390,Mitsubishi,2000,Nigerian Used,474510,2500,Petrol,Automatic,"1,260,000",
2391,Mercedes-Benz,2006,Nigerian Used,256709,3500,Petrol,Automatic,"2,100,000",
2392,Volvo,2008,Nigerian Used,195085,3500,Petrol,Automatic,"2,205,000",SUV
2393,Hyundai,2012,Nigerian Used,146706,2000,Petrol,Automatic,"3,744,000",SUV
2394,Peugeot,2008,Nigerian Used,785093,2000,Petrol,Automatic,"1,575,000",
2395,Toyota,2004,Nigerian Used,217431,2400,Petrol,Automatic,"1,697,500",
2396,Toyota,2005,Nigerian Used,287460,2400,Petrol,Automatic,"2,496,000",
2397,Honda,2005,Nigerian Used,185365,2000,Petrol,Automatic,"1,960,000",SUV
2398,Audi,2007,Nigerian Used,236172,3600,Petrol,Automatic,"3,152,000",SUV
2399,Peugeot,2008,Nigerian Used,9999999,1600,Petrol,Automatic,"1,575,000",
2400,Dodge,2008,Nigerian Used,240052,2000,Petrol,CVT,"1,680,000",
2401,Lexus,2001,Nigerian Used,135277,300,Petrol,Automatic,"2,288,000",SUV
2402,Honda,2010,Nigerian Used,108914,2400,Petrol,Automatic,"2,100,000",
2403,Mercedes-Benz,2002,Nigerian Used,134173,1800,Petrol,Automatic,"2,625,000",
2404,Mercedes-Benz,2005,Nigerian Used,293756,3500,Petrol,Automatic,"2,607,500",SUV
2405,Toyota,2003,Nigerian Used,299999,1800,Petrol,Automatic,"1,890,000",
2406,Toyota,2014,Nigerian Used,35254,180000,Petrol,Automatic,"4,725,000",
2407,Toyota,2009,Nigerian Used,335209,1800,Petrol,Automatic,"2,100,000",
2408,Kia,2010,Nigerian Used,327476,2200,Petrol,Automatic,"2,175,000",
2409,Nissan,2006,Nigerian Used,97419,3500,Petrol,Automatic,"1,575,000",SUV
2410,Nissan,2004,Nigerian Used,239860,3300,Petrol,Automatic,"1,365,000",SUV
2411,Mercedes-Benz,2008,Nigerian Used,252873,4600,Petrol,Automatic,"5,720,000",SUV
2412,Honda,2007,Nigerian Used,98783,240000,Petrol,Automatic,"1,664,000",
2413,Toyota,2010,Nigerian Used,166621,1800,Petrol,Manual,"2,912,000",
2414,Toyota,2009,Nigerian Used,191812,2400000,Hybrid,Automatic,"2,625,000",
2415,Toyota,2013,Nigerian Used,179925,2500,Petrol,Automatic,"4,108,000",
2416,Toyota,2006,Nigerian Used,99999,18000,Petrol,Automatic,"2,205,000",
2417,Nissan,2010,Nigerian Used,181084,2000,Petrol,Automatic,"2,100,000",
2418,Opel,2005,Nigerian Used,286823,1800,Petrol,Manual,"1,575,000",
2419,Mercedes-Benz,2006,Nigerian Used,35073,3500,Petrol,Automatic,"3,200,000",
2420,Pontiac,2007,Nigerian Used,254843,3400,Petrol,Automatic,"1,660,000",SUV
2421,Honda,2005,Nigerian Used,259597,2400,Petrol,Automatic,"1,456,000",
2422,Toyota,2012,Nigerian Used,116279,1800,Hybrid,Automatic,"3,150,000",
2423,Nissan,2006,Nigerian Used,245621,4000,Petrol,Automatic,"1,575,000",SUV
2424,Toyota,2003,Nigerian Used,338814,2400,Petrol,Automatic,"3,952,000",SUV
2425,Mercedes-Benz,2006,Nigerian Used,173663,3500,Petrol,Automatic,"2,600,000",
2426,Peugeot,2004,Foreign Used,292092,1400,Petrol,Manual,"1,820,000",
2427,Toyota,2005,Nigerian Used,297874,3500,Petrol,Automatic,"2,600,000",
2428,Toyota,2003,Nigerian Used,288202,2400,Petrol,Automatic,"1,680,000",SUV
2429,Toyota,2003,Nigerian Used,242097,2400,Petrol,Automatic,"1,872,000",
2430,Mercedes-Benz,2007,Nigerian Used,41409,350000,Petrol,Automatic,"2,730,000",
2431,Toyota,2003,Nigerian Used,288202,2400,Petrol,Automatic,"1,680,000",SUV
2432,Toyota,2004,Nigerian Used,173667,1800,Petrol,Automatic,"1,995,000",
2433,Pontiac,2007,Nigerian Used,254843,3400,Petrol,Automatic,"1,660,000",SUV
2434,Toyota,2012,Nigerian Used,116279,1800,Hybrid,Automatic,"3,150,000",
2435,BMW,2005,Nigerian Used,195113,3000,Petrol,Automatic,"2,745,000",SUV
2436,Toyota,2000,Nigerian Used,291436,1200,Petrol,Automatic,"1,456,000",
2437,Honda,2004,Foreign Used,125352,3500,Petrol,Automatic,"2,100,000",SUV
2438,Lexus,2002,Nigerian Used,374720,4300,Petrol,Automatic,"2,100,000",
2439,Toyota,2003,Nigerian Used,199138,2200,Petrol,Automatic,"1,785,000",SUV
2440,Toyota,2008,Nigerian Used,120996,1800,Petrol,Manual,"2,600,000",
2441,Toyota,2003,Nigerian Used,196448,2000,Petrol,Automatic,"2,600,000",SUV
2442,Nissan,2013,Nigerian Used,222595,1800,Petrol,Automatic,"1,575,000",
2443,Land Rover,2005,Nigerian Used,97818,4400,Petrol,Automatic,"2,125,000",SUV
2444,Mercedes-Benz,2003,Nigerian Used,336978,3200,Petrol,Automatic,"2,100,000",
2445,Honda,2003,Nigerian Used,356295,2400,Petrol,Automatic,"1,260,000",
2446,Peugeot,2007,Nigerian Used,78487,1400,Petrol,Manual,"1,365,000",
2447,Toyota,2003,Nigerian Used,196448,2000,Petrol,Automatic,"2,600,000",SUV
2448,Lexus,2002,Nigerian Used,374720,4300,Petrol,Automatic,"2,100,000",
2449,Volkswagen,2007,Nigerian Used,167797,2500,Petrol,Automatic,"2,100,000",
2450,Toyota,2003,Nigerian Used,505941,2400,Petrol,Automatic,"1,365,000",
2451,Pontiac,2005,Nigerian Used,203944,1800,Petrol,Automatic,"2,600,000",
2452,Mercedes-Benz,2003,Nigerian Used,336978,3200,Petrol,Automatic,"2,100,000",
2453,Hyundai,2010,Nigerian Used,111639,1600,Petrol,Automatic,"2,080,000",
2454,Land Rover,2010,Nigerian Used,296932,3200,Petrol,Automatic,"2,625,000",SUV
2455,Mercedes-Benz,2012,Nigerian Used,396459,3500,Petrol,Automatic,"4,980,000",
2456,Toyota,2008,Nigerian Used,149105,1300,Petrol,Manual,"2,310,000",
2457,Nissan,2006,Nigerian Used,138073,4000,Petrol,Automatic,"1,680,000",SUV
2458,BMW,2004,Nigerian Used,339575,2500,Petrol,Automatic,"2,520,000",
2459,Peugeot,2013,Nigerian Used,76605,1600,Petrol,Automatic,"2,100,000",
2460,Toyota,2002,Nigerian Used,283421,2400,Petrol,Automatic,"1,575,000",
2461,Peugeot,2008,Nigerian Used,738953,2000,Petrol,Manual,"1,365,000",
2462,Hyundai,2007,Nigerian Used,417915,2000,Petrol,Automatic,"1,890,000",
2463,Toyota,2006,Nigerian Used,231221,3500,Petrol,Automatic,"1,746,000",
2464,Mazda,2002,Nigerian Used,352892,2192278,Petrol,Manual,"1,470,000",
2465,Toyota,2003,Nigerian Used,102570,3000,Petrol,Automatic,"1,470,000",
2466,Kia,2012,Nigerian Used,107009,1600,Petrol,Automatic,"2,310,000",
2467,Kia,2014,Nigerian Used,100505,1600,Petrol,Manual,"1,768,000",
2468,Toyota,2004,Nigerian Used,148353,3000,Petrol,Automatic,"1,575,000",
2469,Mercedes-Benz,2009,Nigerian Used,305945,2500,Petrol,CVT,"1,785,000",
2470,Toyota,1999,Nigerian Used,486736,2200,Petrol,Automatic,"1,456,000",
2471,Hyundai,2008,Nigerian Used,343376,2000,Petrol,Automatic,"2,080,000",
2472,Toyota,1999,Nigerian Used,252002,2200,Petrol,Automatic,"1,352,000",
2473,Infiniti,2005,Nigerian Used,56056,3500,Petrol,Automatic,"1,785,000",SUV
2474,Lexus,2015,Foreign Used,62274,2500,Petrol,Automatic,"13,520,000",
2475,Volkswagen,2006,Nigerian Used,184214,1600,Petrol,Automatic,"1,890,000",
2476,Toyota,2003,Nigerian Used,299999,1800,Petrol,Automatic,"1,575,000",
2477,Honda,2009,Nigerian Used,233833,2400,Petrol,Automatic,"2,756,000",
2478,Volkswagen,2008,Nigerian Used,190598,2500,Petrol,Automatic,"1,365,000",
2479,Toyota,2011,Nigerian Used,149124,3500,Petrol,Automatic,"3,952,000",
2480,Toyota,2012,Nigerian Used,71451,2700,Petrol,Automatic,"16,640,000",SUV
2481,Honda,2007,Nigerian Used,208132,1800,Petrol,Automatic,"1,575,000",
2482,Toyota,2014,Nigerian Used,224488,2000,Petrol,Automatic,"4,725,000",
2483,Toyota,2017,Nigerian Used,51789,3500,Petrol,Automatic,"15,225,000",SUV
2484,Nissan,2010,Nigerian Used,182108,2000,Petrol,Automatic,"1,680,000",
2485,Toyota,2002,Nigerian Used,243913,3000,Petrol,Automatic,"1,575,000",
2486,Volkswagen,2003,Nigerian Used,201507,1600,Petrol,Manual,"1,417,500",
2487,Toyota,2006,Nigerian Used,526217,1600,Petrol,Automatic,"1,995,000",
2488,Toyota,2014,Nigerian Used,77649,1800,Petrol,Manual,"3,675,000",
2489,Ford,2003,Nigerian Used,120000,4200,Petrol,Automatic,"1,475,000",
2490,Honda,2007,Nigerian Used,250933,3500,Petrol,Automatic,"1,260,000",
2491,Mercedes-Benz,2017,Foreign Used,,3000,Petrol,Automatic,"28,350,000",
2492,Toyota,2006,Nigerian Used,198464,2400,Petrol,Automatic,"1,575,000",
2493,Toyota,2013,Nigerian Used,240496,2700,Petrol,Automatic,"7,592,000",SUV
2494,Land Rover,2002,Nigerian Used,156983,2500,Petrol,Automatic,"1,680,000",SUV
2495,Audi,2019,Foreign Used,29378,3000,Petrol,Automatic,"27,300,000",SUV
2496,Kia,2012,Nigerian Used,67518,1400,Petrol,Manual,"1,575,000",
2497,Audi,2000,Foreign Used,193872,2000,Petrol,Automatic,"2,835,000",
2498,Mercedes-Benz,2004,Nigerian Used,186159,3000000,Petrol,Automatic,"2,392,000",
2499,Toyota,2000,Nigerian Used,254143,2200,Petrol,Automatic,"1,464,000",
2500,Land Rover,2008,Nigerian Used,168949,4400,Petrol,Automatic,"5,565,000",SUV
2501,Acura,2012,Nigerian Used,354451,2400,Petrol,Automatic,"2,310,000",
2502,Acura,2008,Nigerian Used,405365,3500,Petrol,Automatic,"2,100,000",SUV
2503,Lexus,2004,Foreign Used,232664,3300,Petrol,Automatic,"6,260,000",SUV
2504,Toyota,2004,Nigerian Used,,1800,Petrol,Automatic,"1,680,000",
2505,Honda,1999,Nigerian Used,310171,2000,Petrol,Automatic,"1,248,000",SUV
2506,Mercedes-Benz,2004,Nigerian Used,295298,30000,Petrol,Automatic,"2,080,000",
2507,Hyundai,2017,Foreign Used,70808,3300,Petrol,Automatic,"17,850,000",SUV
2508,BMW,2007,Nigerian Used,274886,3000,Petrol,Automatic,"2,835,000",
2509,Nissan,2010,Nigerian Used,125349,2000,Petrol,Automatic,"1,575,000",
2510,Volkswagen,2005,Nigerian Used,140205,1600,Petrol,Automatic,"1,365,000",
2511,Toyota,2004,Nigerian Used,,1800,Petrol,Automatic,"1,680,000",
2512,Acura,2012,Nigerian Used,354451,2400,Petrol,Automatic,"2,310,000",
2513,Jeep,2018,Foreign Used,26128,2400,Petrol,Automatic,"10,500,000",SUV
2514,Toyota,1998,Nigerian Used,144394,240000,Petrol,Automatic,"1,664,000",
2515,Land Rover,2006,Nigerian Used,117809,4500,Petrol,Automatic,"2,310,000",SUV
2516,Nissan,2002,Nigerian Used,111765,2000,Petrol,Manual,"1,365,000",
2517,Toyota,2007,Nigerian Used,308426,2400,Petrol,Automatic,"3,640,000",
2518,Kia,2010,Nigerian Used,167143,2000,Petrol,Automatic,"1,575,000",
2519,Toyota,2003,Nigerian Used,288327,2000,Petrol,Automatic,"1,575,000",SUV
2520,Nissan,2002,Nigerian Used,111765,2000,Petrol,Manual,"1,365,000",
2521,Mazda,2005,Nigerian Used,211906,2000,Petrol,Manual,"1,260,000",
2522,Hyundai,2009,Nigerian Used,157129,2000,Petrol,Automatic,"1,680,000",
2523,Chevrolet,2007,Nigerian Used,165530,2200,Petrol,Automatic,"1,400,000",
2524,Toyota,2004,Nigerian Used,400859,1800,Petrol,Manual,"1,872,000",
2525,Chevrolet,2010,Nigerian Used,60647,1800,Petrol,Manual,"2,325,000",
2526,Toyota,2007,Nigerian Used,16124,3500,Petrol,Automatic,"2,100,000",
2527,BMW,2005,Nigerian Used,285477,3000,Petrol,Automatic,"2,415,000",SUV
2528,Toyota,2001,Nigerian Used,124205,2200,Petrol,Automatic,"1,352,000",
2529,Peugeot,2001,Foreign Used,294852,2400,Petrol,Automatic,"4,410,000",
2530,GAC,2017,Nigerian Used,51450,2000,Petrol,Automatic,"10,500,000",SUV
2531,Mercedes-Benz,2010,Foreign Used,201186,3500,Petrol,Automatic,"8,400,000",SUV
2532,Honda,2008,Nigerian Used,84531,3500,Petrol,Automatic,"1,575,000",
2533,Toyota,2007,Nigerian Used,308426,2400,Petrol,Automatic,"3,640,000",
2534,Honda,2007,Nigerian Used,81709,3000,Petrol,Automatic,"1,575,000",
2535,Nissan,2002,Nigerian Used,251470,1800,Petrol,Manual,"1,260,000",
2536,Audi,2010,Nigerian Used,198446,2000,Petrol,Automatic,"2,415,000",
2537,Mercedes-Benz,2001,Nigerian Used,,3200,Petrol,Automatic,"1,675,000",SUV
2538,Nissan,2006,Nigerian Used,367402,3200,Petrol,Automatic,"3,120,000",
2539,Toyota,2004,Nigerian Used,18587,1000,Petrol,Manual,"1,485,000",
2540,BMW,2006,Nigerian Used,135484,3000,Petrol,Automatic,"2,625,000",
2541,Acura,2011,Nigerian Used,120209,3700,Petrol,Automatic,"4,200,000",SUV
2542,Chrysler,2008,Foreign Used,162503,3800,Petrol,Automatic,"1,825,000",SUV
2543,Honda,2007,Foreign Used,292623,3500,Petrol,Automatic,"3,848,000",SUV
2544,Toyota,2001,Nigerian Used,310280,3000,Petrol,Automatic,"1,456,000",
2545,Toyota,2007,Nigerian Used,120028,2400,Petrol,Automatic,"3,640,000",
2546,Honda,2005,Nigerian Used,198522,3000,Petrol,Automatic,"1,404,000",
2547,BMW,2006,Nigerian Used,217778,3000,Petrol,Automatic,"2,415,000",
2548,Mazda,2006,Foreign Used,435706,3000,Petrol,Automatic,"1,470,000",
2549,Toyota,2000,Nigerian Used,468148,1800,Petrol,Automatic,"1,672,000",
2550,Toyota,2006,Nigerian Used,467503,1500,Hybrid,Automatic,"1,785,000",
2551,Audi,2009,Nigerian Used,115041,3000,Petrol,Automatic,"2,625,000",
2552,Volvo,1998,Nigerian Used,230134,1800,Petrol,Manual,"1,260,000",
2553,Toyota,2011,Nigerian Used,80869,2700,Petrol,Automatic,"17,680,000",SUV
2554,Toyota,2004,Nigerian Used,118503,1800,Petrol,Manual,"1,768,000",
2555,Toyota,2009,Nigerian Used,212412,1800,Petrol,Automatic,"2,730,000",
2556,Mercedes-Benz,2005,Nigerian Used,228004,1800,Petrol,Automatic,"1,575,000",
2557,Honda,2010,Nigerian Used,54097,3500,Petrol,Automatic,"4,784,000",
2558,Mercedes-Benz,2003,Nigerian Used,301245,3200,Petrol,Automatic,"1,575,000",
2559,Volvo,2000,Nigerian Used,271850,180000,Petrol,Manual,"1,312,500",
2560,Honda,2008,Nigerian Used,95937,2400,Petrol,Automatic,"1,470,000",
2561,Mercedes-Benz,2010,Foreign Used,99742,3500,Petrol,Automatic,"5,040,000",
2562,Toyota,2012,Foreign Used,125117,2700,Petrol,Automatic,"9,048,000",SUV
2563,Toyota,2000,Nigerian Used,192442,3000,Petrol,Automatic,"1,352,000",
2564,Lexus,2005,Nigerian Used,311357,3300,Petrol,Automatic,"3,140,000",
2565,Toyota,2006,Nigerian Used,231580,2000,Petrol,Automatic,"1,872,000",
2566,Dodge,2011,Foreign Used,135557,3600,Petrol,Automatic,"5,775,000",SUV
2567,Toyota,2005,Nigerian Used,345990,1800,Petrol,Manual,"1,260,000",
2568,Volkswagen,2008,Nigerian Used,95954,2000,Petrol,Automatic,"1,317,500",
2569,Land Rover,2001,Nigerian Used,186732,3500,Petrol,Automatic,"1,575,000",SUV
2570,Mazda,2008,Foreign Used,306749,3000,Petrol,Automatic,"4,200,000",SUV
2571,Mercedes-Benz,2002,Foreign Used,307718,3000,Petrol,Automatic,"2,625,000",
2572,Mercedes-Benz,2003,Nigerian Used,242313,1800,Petrol,Automatic,"2,100,000",
2573,Jeep,2002,Nigerian Used,351092,3700,Petrol,Automatic,"1,260,000",SUV
2574,Kia,2014,Nigerian Used,113246,1200,Petrol,Manual,"1,365,000",
2575,Toyota,2000,Nigerian Used,327503,2200,Petrol,Automatic,"1,456,000",
2576,Toyota,2000,Foreign Used,333981,1400,Petrol,Manual,"2,010,000",
